loss,time,_timestamp,step,_runtime,loss_boundary,_step,loss_interior,l2_error
0.0005025605246396904,1528.6907534599304,1743747568.9766967,101980,1531.7585706710815,4.851451306064003e-05,123,0.0004540460115790504,0.009813004600217074
0.00019807011962248543,1676.1440975666046,1743747716.4303846,112178,1679.2122585773468,3.647344866570974e-05,124,0.0001615966709567757,0.007941546656834926
0.0005527285440027991,1840.958023071289,1743747881.2440581,123396,1844.0259320735931,2.6091461753812573e-05,125,0.0005266370822489865,0.007916430927263665
0.001378519709826484,2022.1505918502808,1743748062.436556,135736,2025.2184300422668,5.134573890232738e-05,126,0.0013271739709241567,0.009487699654548614
7.323352051906514e-05,2225.9777615070343,1743748266.2637465,149309,2229.0456204414368,2.2499166444842324e-05,127,5.0734354074222815e-05,0.004794099912536684
0.00016684378118958707,2450.4808342456818,1743748490.7670324,164240,2453.548906326294,2.0665160300154677e-05,128,0.0001461786208894324,0.0035226225812691188
9.392444951849735e-05,2694.1237592697144,1743748734.4097788,180664,2697.191652774811,1.2691349227707756e-05,129,8.12331002907896e-05,0.004148183499997223
8.556429851881535e-05,2961.4339163303375,1743749001.720186,198731,2964.5020599365234,1.681438638864216e-05,130,6.874991213017319e-05,0.004034127149351496
0.00010156717846540806,3254.3776803016663,1743749294.6637208,218604,3257.4455947875977,1.3309668361115746e-05,131,8.825751010429231e-05,0.0058352640588768025
8.583932830745612e-05,3578.8425159454346,1743749619.12869,240464,3581.9105639457703,1.720028293664159e-05,132,6.863904537081453e-05,0.0039007511411203936
3.825450307623134e-05,3929.3679764270782,1743749969.6541164,264510,3932.435990333557,1.3485380791622081e-05,133,2.4769122284609254e-05,0.003213556789272039
9.692153582678027e-05,4315.821461439133,1743750356.1074255,290961,4318.8892993927,9.911994914278003e-06,134,8.700954091250227e-05,0.00350865455764343
0.0002181863873511218,4745.777340888977,1743750786.063546,320057,4748.845419883728,1.9408370344203595e-05,135,0.00019877801700691819,0.003719906625465668
4.5818359064072136e-05,5210.061847448349,1743751250.3478944,352063,5213.129768371582,1.1272119187892255e-05,136,3.454623987617988e-05,0.003363079848470881
0.0012107215312236676,5725.875563383102,1743751766.1615627,387269,5728.94343662262,4.834166048350005e-05,137,0.0011623798707401675,0.0042666092489611115
4.614311489103312e-05,6296.736368894577,1743752337.0224993,425996,6299.804373264313,9.826172960913894e-06,138,3.6316941930119226e-05,0.003103713987538268
2.6564038772304833e-05,6920.369781494141,1743752960.6562488,468596,6923.438122749329,5.826247470704747e-06,139,2.0737791301600086e-05,0.0021525062744800435
2.919231921835614e-05,7000.009856939316,1743753040.2960818,474012,7003.077955722809,6.027779794645e-06,140,2.316453942371114e-05,0.002497804861858318
