_timestamp,l2_error,loss,step,time,_runtime,loss_boundary,loss_interior,_step
1746081496.3352041,0.0002426553945441748,2.856456623854151e-07,9413,2312.2549772262573,2314.770916223526,1.0039908052314046e-07,1.8524658186227462e-07,98
1746081728.031782,0.00023348394433892435,2.552554314719992e-07,10354,2543.951461315155,2546.4674940109253,8.73503050938707e-08,1.6790512637812845e-07,99
1746081982.6865394,0.00022497092831127668,2.686684084615086e-07,11389,2798.6061861515045,2801.12225151062,8.467703820737258e-08,1.8399137025413597e-07,100
1746082263.1067982,0.00021655717216228972,2.230685509170132e-07,12528,3079.0265617370605,3081.5425102710724,6.960116480105406e-08,1.5346738611595916e-07,101
1746082571.533715,0.00020865847287477842,2.1836993187346986e-07,13781,3387.4533774852753,3389.9694271087646,8.893809071965564e-08,1.2943184115381422e-07,102
1746082910.0413125,0.0002004017327401174,1.9381579642950219e-07,15159,3725.961054086685,3728.4770245552063,7.100182389023606e-08,1.2281397253926613e-07,103
1746083282.835259,0.00019284741206007224,2.4473999980046615e-07,16675,4098.754914999008,4101.270971059799,6.847779081549025e-08,1.762622089849759e-07,104
1746083692.7399309,0.0001838613230795254,1.7794759223776983e-07,18342,4508.659625053406,4511.175642967224,5.965285983050674e-08,1.1829473240726308e-07,105
1746084142.3239155,0.00017733004968708516,1.5003589164330594e-07,20177,4958.243700742722,4960.759627580643,6.345030273921926e-08,8.658558890408668e-08,106
1746084638.1274385,0.00016942648657121529,1.539037333296512e-07,22194,5454.047241687775,5456.563150644302,6.07026969181651e-08,9.320103641148612e-08,107
1746085181.41594,0.00016288305938144443,1.1529343754018274e-07,24414,5997.335684299469,5999.851652145386,4.360789623024214e-08,7.168554130994059e-08,108
1746085777.1893094,0.00015506224803339778,1.3743400376796978e-07,26855,6593.1089289188385,6595.625021457672,4.2821755330609694e-08,9.461224843736009e-08,109
1746086184.1736727,0.00015116260176502357,1.0727186688606205e-07,28515,7000.093416690826,7002.609384775162,3.9128873265025997e-08,6.814299362103605e-08,110
